2018-10-25 20:58:56,420 | __main__ | Thread-1     | i2c:48 || INFO | Convert Raw Bytes into well_id and measurement: 00:80:8c:43:00:00:30:42
2018-10-25 20:58:56,448 | __main__ | Thread-1     | i2c:52 || INFO | Creadting a Reading instance from I2C data
2018-10-25 20:58:56,464 | Models.Reading | Thread-1     | __init__:19 || INFO | Init Reading
2018-10-25 20:58:56,508 | Linker.Linker | Thread-1     | link_and_persist:40 || INFO | preparing to link and persist
2018-10-25 20:58:56,551 | DBHandlers.WellDAO | Thread-1     | read_by_id:55 || INFO | Selecting Well with id = 281
2018-10-25 20:58:56,579 | DBHandlers.DBDriver | Thread-1     | query:61 || INFO | SELECT * FROM Well WHERE id = 281
2018-10-25 20:58:56,622 | Models.Well | Thread-1     | __init__:11 || INFO | Init Well
2018-10-25 20:58:56,660 | Models.WellReading | Thread-1     | __init__:30 || INFO | Init Well Reading
2018-10-25 20:58:56,693 | Models.WellReading | Thread-1     | calculate_volume:85 || INFO | Calculating Volume
2018-10-25 20:58:56,753 | FirebaseDriver.FirebaseDriver | Thread-1     | save_reading:75 || INFO | Persisting Reading to the cloud
2018-10-25 20:58:57,204 | FirebaseDriver.FirebaseDriver | Thread-1     | save_reading:85 || INFO | Save to cloud was successful
2018-10-25 20:59:56,302 | __main__ | Thread-1     | i2c:37 || INFO | Receiving I2C communications
2018-10-25 20:59:56,303 | Linker.Linker | Thread-1     | __init__:22 || INFO | Init Linker
2018-10-25 20:59:56,304 | FirebaseDriver.FirebaseDriver | Thread-1     | __init__:29 || INFO | Init Cloud Connection
2018-10-25 20:59:56,325 | __main__ | Thread-1     | i2c:48 || INFO | Convert Raw Bytes into well_id and measurement: 00:00:90:42:00:00:c2:42
2018-10-25 20:59:56,350 | __main__ | Thread-1     | i2c:52 || INFO | Creadting a Reading instance from I2C data
2018-10-25 20:59:56,366 | Models.Reading | Thread-1     | __init__:19 || INFO | Init Reading
2018-10-25 20:59:56,410 | Linker.Linker | Thread-1     | link_and_persist:40 || INFO | preparing to link and persist
2018-10-25 20:59:56,459 | DBHandlers.WellDAO | Thread-1     | read_by_id:55 || INFO | Selecting Well with id = 72
2018-10-25 20:59:56,487 | DBHandlers.DBDriver | Thread-1     | query:61 || INFO | SELECT * FROM Well WHERE id = 72
2018-10-25 20:59:56,530 | Models.Well | Thread-1     | __init__:11 || INFO | Init Well
2018-10-25 20:59:56,568 | Models.WellReading | Thread-1     | __init__:30 || INFO | Init Well Reading
2018-10-25 20:59:56,600 | Models.WellReading | Thread-1     | calculate_volume:85 || INFO | Calculating Volume
2018-10-25 20:59:56,657 | FirebaseDriver.FirebaseDriver | Thread-1     | save_reading:75 || INFO | Persisting Reading to the cloud
2018-10-25 20:59:57,139 | FirebaseDriver.FirebaseDriver | Thread-1     | save_reading:85 || INFO | Save to cloud was successful
2018-10-25 21:00:56,303 | __main__ | Thread-1     | i2c:37 || INFO | Receiving I2C communications
2018-10-25 21:00:56,304 | Linker.Linker | Thread-1     | __init__:22 || INFO | Init Linker
2018-10-25 21:00:56,305 | FirebaseDriver.FirebaseDriver | Thread-1     | __init__:29 || INFO | Init Cloud Connection
2018-10-25 21:00:56,341 | __main__ | Thread-1     | i2c:48 || INFO | Convert Raw Bytes into well_id and measurement: 00:00:24:44:00:00:58:42
2018-10-25 21:00:56,369 | __main__ | Thread-1     | i2c:52 || INFO | Creadting a Reading instance from I2C data
2018-10-25 21:00:56,385 | Models.Reading | Thread-1     | __init__:19 || INFO | Init Reading
2018-10-25 21:00:56,424 | Linker.Linker | Thread-1     | link_and_persist:40 || INFO | preparing to link and persist
